goodbooks_id,isbn13,title,authors,year,language,average_rating,ratings_count,image_url,genre
412,9781881273160,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,1990,en-US,4.23,165675,https://images.gr-assets.com/books/1369401342m/567795.jpg,Non-fiction
439,9780553380160,A Brief History of Time,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,eng,4.12,165628,https://images.gr-assets.com/books/1333578746m/3869.jpg,Science
436,9780679457310,The God of Small Things,Arundhati Roy,1997,eng,3.91,165378,https://images.gr-assets.com/books/1436217001m/9777.jpg,Fiction
681,9780060885370,"Little House in the Big Woods (Little House, #1)","Laura Ingalls Wilder, Garth Williams",1932,eng,4.16,165127,https://images.gr-assets.com/books/1475195170m/8337.jpg,Classics
750,9781620610080,"Obsidian (Lux, #1)",Jennifer L. Armentrout,2011,eng,4.23,164832,https://images.gr-assets.com/books/1328275091m/12578077.jpg,Young Adult
580,9780714833550,The Story of Art,E.H. Gombrich,1950,en-US,3.83,164708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
502,9781582406720,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore",2004,en-GB,4.3,164530,https://images.gr-assets.com/books/1389233242m/138398.jpg,Comics & Graphic Novels
492,9780812550760,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,1986,en-US,4.04,164287,https://images.gr-assets.com/books/1295660894m/7967.jpg,Science Fiction
652,9780441014910,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,2006,en-US,4.02,163054,https://images.gr-assets.com/books/1468562748m/140079.jpg,Horror
477,9780515141430,"Killing Floor (Jack Reacher, #1)",Lee Child,1997,eng,4.04,162972,https://images.gr-assets.com/books/1399313258m/78129.jpg,Mystery & Thriller
474,9780618680010,The God Delusion,Richard Dawkins,2006,eng,3.89,162740,https://images.gr-assets.com/books/1347220693m/14743.jpg,Non-fiction
624,9780441014940,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,2007,eng,4.05,162689,https://images.gr-assets.com/books/1417964062m/140075.jpg,Horror
510,9780812517730,"The Great Hunt (Wheel of Time, #2)",Robert Jordan,1990,en-US,4.2,162595,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
601,9780723247710,The Tale of Peter Rabbit,Beatrix Potter,1901,eng,4.17,162373,https://images.gr-assets.com/books/1485118382m/19321.jpg,Children
460,9781406321340,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,2013,eng,4.59,162099,https://images.gr-assets.com/books/1436788488m/18335634.jpg,Fantasy
774,9780312642980,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,2014,eng,4.46,162069,https://images.gr-assets.com/books/1470057005m/13206828.jpg,Young Adult
505,9780842342700,"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",1995,eng,3.81,161173,https://images.gr-assets.com/books/1406505054m/27523.jpg,Philosophy & Religion
564,9780786851970,It's Kind of a Funny Story,Ned Vizzini,2006,en-US,4.14,161001,https://images.gr-assets.com/books/1420629730m/248704.jpg,Young Adult
549,9780670241330,Corduroy,Don Freeman,1948,en-US,4.28,160860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
591,9780316013680,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",2007,eng,4.11,160607,https://images.gr-assets.com/books/1327908992m/693208.jpg,Young Adult
752,9781619630630,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,2013,en-CA,4.49,160485,https://images.gr-assets.com/books/1391580481m/17167166.jpg,Young Adult
458,9780385353300,Station Eleven,Emily St. John Mandel,2014,eng,4.02,160466,https://images.gr-assets.com/books/1451446835m/20170404.jpg,Fiction
467,9781594489590,The Brief Wondrous Life of Oscar Wao,Junot Díaz,2007,eng,3.89,160330,https://images.gr-assets.com/books/1391409748m/297673.jpg,Fiction
512,9780385074070,The Complete Stories and Poems,Edgar Allan Poe,1849,en-US,4.37,160063,https://images.gr-assets.com/books/1327942676m/23919.jpg,Classics
684,9781423146730,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,2013,eng,4.54,159774,https://images.gr-assets.com/books/1464201430m/12127810.jpg,Fantasy
547,9780375759240,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",1897,eng,3.8,159752,https://images.gr-assets.com/books/1320391644m/8909.jpg,Classics
608,9780920668380,Love You Forever,"Robert Munsch, Sheila McGraw",1986,en-GB,4.34,159703,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
515,9780553381540,The Prince of Tides,Pat Conroy,1986,eng,4.22,159596,https://images.gr-assets.com/books/1320541074m/16735.jpg,Fiction
557,9780747560590,The Virgin Suicides,Jeffrey Eugenides,1993,eng,3.83,159249,https://images.gr-assets.com/books/1319032910m/10956.jpg,Fiction
560,9780192840390,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,eng,3.64,158877,https://images.gr-assets.com/books/1335676143m/2175.jpg,Classics
641,9780007202320,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,1956,eng,4.02,158701,https://images.gr-assets.com/books/1308814830m/84369.jpg,Fiction
556,9780307348240,Cujo,Stephen King,1981,spa,3.65,158215,https://images.gr-assets.com/books/1394208144m/10603.jpg,Horror
756,9780373210080,"The Iron King (The Iron Fey, #1)",Julie Kagawa,2010,eng,3.92,158063,https://images.gr-assets.com/books/1327877670m/6644117.jpg,Young Adult
620,9780345350500,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,1982,eng,4.12,157736,https://images.gr-assets.com/books/1388857089m/402045.jpg,Fantasy
554,9780385336000,"Voyager (Outlander, #3)",Diana Gabaldon,1993,eng,4.38,157395,https://images.gr-assets.com/books/1483278195m/10987.jpg,History
679,9780590133370,Madeline,Ludwig Bemelmans,1939,en-GB,4.22,156726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
548,9780060887310,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard,2006,en-US,3.9,156328,https://images.gr-assets.com/books/1377830522m/162085.jpg,Young Adult
537,9781400069290,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,2011,eng,4.03,155977,https://images.gr-assets.com/books/1366758683m/12609433.jpg,Business & Self-help
531,9780393320980,Beowulf,"Unknown, Seamus Heaney",975,en-US,3.42,155903,https://images.gr-assets.com/books/1327878125m/52357.jpg,Classics
595,9780743253970,A Separate Peace,John Knowles,1959,en-US,3.56,155901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
485,9780374528380,The Brothers Karamazov,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,eng,4.3,155838,https://images.gr-assets.com/books/1427728126m/4934.jpg,Classics
462,9780140135150,Ways of Seeing,John Berger,1972,eng,3.75,155658,https://images.gr-assets.com/books/1464018308m/2784.jpg,Non-fiction
466,9780345368580,The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,eng,4.48,155338,https://images.gr-assets.com/books/1374681632m/659469.jpg,Fantasy
593,9780553383040,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,1968,en-US,3.99,155042,https://images.gr-assets.com/books/1353424536m/13642.jpg,Fiction
484,9780385720920,Choke,Chuck Palahniuk,2001,eng,3.69,154643,https://images.gr-assets.com/books/1403186013m/29059.jpg,Fiction
618,9780451528020,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",1902,eng,4.09,154517,https://images.gr-assets.com/books/1355929358m/8921.jpg,Classics
594,9780763616050,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",2000,eng,4.0,154476,https://images.gr-assets.com/books/1456871914m/357664.jpg,Fiction
599,9780345418920,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams,1980,eng,4.22,153838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
553,9780450574580,Needful Things,Stephen King,1991,eng,3.87,153821,https://images.gr-assets.com/books/1315767817m/107291.jpg,Fiction
528,9780765305110,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,1991,eng,4.23,153809,https://images.gr-assets.com/books/1480096580m/34897.jpg,Fantasy
582,9780751532720,"Rich Dad, Poor Dad",Robert T. Kiyosaki,1997,eng,3.95,153764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Business & Self-help
479,9780937832390,The Prince,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,eng,3.78,153128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
483,9780316769020,Franny and Zooey,J.D. Salinger,1961,en-US,3.98,152906,https://images.gr-assets.com/books/1355037988m/5113.jpg,Fiction
508,9780805063900,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,eng,3.6,152786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
522,9780375507250,Cloud Atlas,David Mitchell,2004,eng,4.01,152441,https://images.gr-assets.com/books/1406383769m/49628.jpg,Science Fiction
615,9780142501560,This Lullaby,Sarah Dessen,2002,eng,4.03,151829,https://images.gr-assets.com/books/1397779294m/22205.jpg,Young Adult
621,9780689841580,"Are You There God? It's Me, Margaret",Judy Blume,1970,eng,3.89,151789,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
667,9780670011940,Along for the Ride,Sarah Dessen,2009,eng,4.08,151721,https://images.gr-assets.com/books/1479692098m/5664985.jpg,Young Adult
572,9780385721680,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,2003,eng,4.0,151500,https://images.gr-assets.com/books/1494109986m/46756.jpg,Fiction
576,9780486266890,Candide,Voltaire,1759,eng,3.76,151471,https://images.gr-assets.com/books/1345060082m/19380.jpg,Fiction
578,9782253147700,Christine,"Stephen King, Marie Milpois",1983,fre,3.72,151160,https://images.gr-assets.com/books/1327270815m/10629.jpg,Horror
724,9780441015890,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris,2008,eng,4.01,151095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
534,9780316143480,When You Are Engulfed in Flames,David Sedaris,2008,en-US,4.04,150898,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Humor
590,9780140439440,David Copperfield,"Charles Dickens, Jeremy Tambling",1849,eng,3.96,150512,https://images.gr-assets.com/books/1461452762m/58696.jpg,Classics
656,9781423100030,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,2006,en-US,3.82,150222,https://images.gr-assets.com/books/1334491180m/852470.jpg,Young Adult
526,9780307277890,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,2004,eng,3.89,150055,https://images.gr-assets.com/books/1334404607m/17231.jpg,Fiction
645,9780060874160,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn,2007,eng,3.84,150003,https://images.gr-assets.com/books/1334260193m/544891.jpg,Young Adult
713,9780399256770,"Prodigy (Legend, #2)",Marie Lu,2013,eng,4.29,149702,https://images.gr-assets.com/books/1336254717m/13414446.jpg,Science Fiction
524,9781844137880,Wall and Piece,Banksy,1988,eng,3.83,149453,https://images.gr-assets.com/books/1327904853m/114683.jpg,Non-fiction
521,9780739465520,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly,2005,eng,4.14,149438,https://images.gr-assets.com/books/1370140049m/79885.jpg,Mystery & Thriller
575,9780099244720,Timeline,Michael Crichton,1999,en-US,3.83,148563,https://images.gr-assets.com/books/1405420745m/7669.jpg,Fiction
646,9780140424390,The Canterbury Tales,"Geoffrey Chaucer, Nevill Coghill",1390,eng,3.48,148480,https://images.gr-assets.com/books/1261208589m/2696.jpg,Poetry & Drama
584,9780670020550,The Magicians (The Magicians #1),Lev Grossman,2009,eng,3.47,147908,https://images.gr-assets.com/books/1313772941m/6101718.jpg,Fantasy
516,9780312283000,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000,eng,4.17,147717,https://images.gr-assets.com/books/1479660066m/3985.jpg,Fiction
648,9780375856110,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,2011,en-US,4.08,146905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
661,9780689711730,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",1972,en-CA,4.22,146073,https://images.gr-assets.com/books/1405259744m/46677.jpg,Children
732,9780316125580,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",Stephenie Meyer,2009,eng,3.51,145874,https://images.gr-assets.com/books/1274335680m/7937462.jpg,Young Adult
495,9780375725780,A Heartbreaking Work of Staggering Genius,Dave Eggers,2000,eng,3.68,145459,https://images.gr-assets.com/books/1327714834m/4953.jpg,Fiction
532,9781401207530,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,eng,4.23,145267,https://images.gr-assets.com/books/1327940389m/59980.jpg,Comics & Graphic Novels
604,9780679746040,"Girl, Interrupted",Susanna Kaysen,1993,eng,3.9,145161,https://images.gr-assets.com/books/1475482930m/68783.jpg,Biography & Memoir
748,9780441017160,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,2009,eng,4.01,145157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
562,9780765326360,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,2010,eng,4.64,144822,https://images.gr-assets.com/books/1388184640m/7235533.jpg,Fantasy
685,9780061448770,"Gone (Gone, #1)",Michael  Grant,2008,eng,3.85,144606,https://images.gr-assets.com/books/1357796831m/2536134.jpg,Young Adult
609,9781416524520,Cell,Stephen King,2006,en-US,3.64,144591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
634,9780385342060,I've Got Your Number,Sophie Kinsella,2011,eng,3.93,144533,https://images.gr-assets.com/books/1327956732m/12033455.jpg,Humor
639,9780753454950,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,eng,3.97,144497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
711,9781416912040,"Unwind (Unwind, #1)",Neal Shusterman,2007,eng,4.18,143892,https://images.gr-assets.com/books/1297677706m/764347.jpg,Young Adult
603,9780765316900,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,2008,eng,4.46,143622,https://images.gr-assets.com/books/1480717763m/2767793.jpg,Fantasy
637,9780553278220,The Martian Chronicles,Ray Bradbury,1950,en-US,4.12,143236,https://images.gr-assets.com/books/1374049948m/76778.jpg,Science Fiction
489,9780001000390,The Prophet,Kahlil Gibran,1923,eng,4.22,142641,https://images.gr-assets.com/books/1355046521m/2547.jpg,Poetry & Drama
675,9780451167800,Firestarter,Stephen King,1980,eng,3.85,142213,https://images.gr-assets.com/books/1394208032m/233667.jpg,Horror
588,9780752863890,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,1986,en-US,4.09,142168,https://images.gr-assets.com/books/1335860600m/15769.jpg,Fiction
552,9780446696130,The Rescue,Nicholas Sparks,2000,en-US,4.1,142092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
627,9780140544510,The True Story of the 3 Little Pigs,"Jon Scieszka, Lane Smith",1989,en-GB,4.29,141945,https://images.gr-assets.com/books/1327884731m/125507.jpg,Children
628,9780425134350,"Patriot Games (Jack Ryan Universe, #2)",Tom Clancy,1987,eng,4.11,141674,https://images.gr-assets.com/books/1328007145m/32682.jpg,Fiction
676,9780425263920,"Entwined with You (Crossfire, #3)",Sylvia Day,2013,eng,4.19,141641,https://images.gr-assets.com/books/1362526983m/15731779.jpg,Romance
651,9780060809250,The Phantom of the Opera,"Gaston Leroux, Alexander Teixeira de Mattos",1909,eng,3.97,141110,https://images.gr-assets.com/books/1327867727m/480204.jpg,Classics
950,9780803734970,I'll Give You the Sun,Jandy Nelson,2014,eng,4.14,140937,https://images.gr-assets.com/books/1496659336m/20820994.jpg,Young Adult
759,9781595143170,"Bloodlines (Bloodlines, #1)",Richelle Mead,2011,en-US,4.22,140599,https://images.gr-assets.com/books/1297199431m/8709527.jpg,Young Adult
567,9780345525540,The Language of Flowers,Vanessa Diffenbaugh,2011,eng,4.07,140076,https://images.gr-assets.com/books/1333577674m/10032672.jpg,Fiction
514,9780192835090,The Adventures of Sherlock Holmes,Arthur Conan Doyle,1892,eng,4.29,139816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
506,9780062059990,"The One (The Selection, #3)",Kiera Cass,2014,eng,4.21,139544,https://images.gr-assets.com/books/1395612906m/18635016.jpg,Young Adult
585,9781421501680,"Death Note, Vol. 1: Boredom (Death Note, #1)","Tsugumi Ohba, Takeshi Obata",2004,eng,4.42,139501,https://images.gr-assets.com/books/1419952134m/13615.jpg,Comics & Graphic Novels
546,9780060589460,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,1974,eng,3.76,139411,https://images.gr-assets.com/books/1410136019m/629.jpg,Philosophy & Religion
612,9780451210850,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,1987,eng,4.23,139052,https://images.gr-assets.com/books/1370918050m/5094.jpg,Fantasy
533,9780062409850,Go Set a Watchman,Harper Lee,2015,eng,3.31,138669,https://images.gr-assets.com/books/1451442088m/24817626.jpg,Fiction
551,9780316176480,Life After Life,Kate Atkinson,2013,eng,3.74,138454,https://images.gr-assets.com/books/1358173808m/15790842.jpg,Fiction
672,9780425200450,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,1934,eng,4.16,138444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
613,9780330449600,The Forgotten Garden,Kate Morton,2008,en-GB,4.12,138377,https://images.gr-assets.com/books/1455283767m/3407877.jpg,Fiction
650,9781840224020,Uncle Tom's Cabin,Harriet Beecher Stowe,1852,eng,3.83,137858,https://images.gr-assets.com/books/1414349231m/46787.jpg,Classics
666,9780060515200,Anansi Boys,Neil Gaiman,2005,eng,4.0,137639,https://images.gr-assets.com/books/1479778049m/2744.jpg,Fantasy
889,9780451218050,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,2006,eng,4.35,137558,https://images.gr-assets.com/books/1300845974m/35729.jpg,Romance
596,9780385339600,The Rainmaker,John Grisham,1995,eng,3.91,137412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
663,9780060838650,A People's History of the United States,Howard Zinn,1980,eng,4.07,137372,https://images.gr-assets.com/books/1494279423m/2767.jpg,History
747,9780064471830,"Sabriel (Abhorsen,  #1)",Garth Nix,1995,en-US,4.17,137047,https://images.gr-assets.com/books/1293655399m/518848.jpg,Young Adult
619,9780374275630,"Thinking, Fast and Slow",Daniel Kahneman,2011,eng,4.08,136950,https://images.gr-assets.com/books/1317793965m/11468377.jpg,Science
633,9780441783590,Starship Troopers,Robert A. Heinlein,1959,en-CA,3.99,136886,https://images.gr-assets.com/books/1406457252m/17214.jpg,Science Fiction
830,9780316084240,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,2010,en-US,3.86,136736,https://images.gr-assets.com/books/1271108843m/6931356.jpg,Young Adult
571,9780446696110,The Guardian,Nicholas Sparks,2003,en-US,4.14,136427,https://images.gr-assets.com/books/1388195339m/15925.jpg,Romance
701,9780151009980,Mrs. Dalloway,"Virginia Woolf, Maureen Howard",1925,en-US,3.78,136327,https://images.gr-assets.com/books/1479336522m/14942.jpg,Classics
568,9781563893410,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley",1986,eng,4.25,135979,https://images.gr-assets.com/books/1327892039m/59960.jpg,Comics & Graphic Novels
738,9780689862200,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien,1971,eng,4.13,135978,https://images.gr-assets.com/books/1351191064m/9822.jpg,Fantasy
630,9780385349950,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",2013,eng,3.94,135635,https://images.gr-assets.com/books/1364250803m/16071764.jpg,Non-fiction
671,9780646418440,"The Mysterious Affair at Styles (Hercule Poirot, #1)","Agatha Christie, Ροζίτα Σώκου",1920,eng,3.98,135514,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
714,9780743482770,King Lear,William Shakespeare,1603,eng,3.89,135448,https://images.gr-assets.com/books/1331563731m/12938.jpg,Classics
1000,9780805094600,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,2012,eng,4.05,135225,https://images.gr-assets.com/books/1339533695m/10194157.jpg,Fantasy
597,9780142437230,Don Quixote,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,eng,3.85,134931,https://images.gr-assets.com/books/1364958765m/3836.jpg,Classics
570,9781573225520,High Fidelity,Nick Hornby,1995,eng,3.94,134849,https://images.gr-assets.com/books/1327928082m/285092.jpg,Fiction
942,9781623420020,"Wallbanger (Cocktail, #1)",Alice Clayton,2012,eng,4.1,134805,https://images.gr-assets.com/books/1352205960m/15858248.jpg,Fiction
793,9780744583270,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967,eng,4.15,134537,https://images.gr-assets.com/books/1327784751m/3980.jpg,Fiction
841,9780451219370,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,2006,eng,4.45,134249,https://images.gr-assets.com/books/1388773547m/42900.jpg,Romance
574,9780060899230,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2000,eng,4.0,134177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
611,9780618391110,The Silmarillion (Middle-Earth Universe),"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,eng,3.87,134106,https://images.gr-assets.com/books/1336502583m/7332.jpg,Fiction
861,9781476712990,"Walking Disaster (Beautiful, #2)",Jamie McGuire,2013,eng,4.23,134022,https://images.gr-assets.com/books/1352338368m/15745950.jpg,Romance
589,9780425266750,"Easy (Contours of the Heart, #1)",Tammara Webber,2012,en-CA,4.11,133937,https://images.gr-assets.com/books/1349370267m/16056408.jpg,Romance
606,9780743278900,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",1970,en-US,3.8,133728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Philosophy & Religion
682,9780765356150,Jonathan Strange & Mr Norrell,Susanna Clarke,2004,eng,3.8,133683,https://images.gr-assets.com/books/1357027589m/14201.jpg,Fantasy
520,9780965341980,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",1994,eng,4.17,133408,https://images.gr-assets.com/books/1327872639m/11275.jpg,Fiction
550,9781594200820,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,2006,eng,4.17,133271,https://images.gr-assets.com/books/1393804353m/3109.jpg,Non-fiction
730,9780142000690,The Pearl,John Steinbeck,1947,eng,3.41,133264,https://images.gr-assets.com/books/1437234939m/5308.jpg,Classics
625,9780375706780,Midwives,Chris Bohjalian,1997,en-US,3.97,133155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
598,9780006480100,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,1995,eng,4.14,132777,https://images.gr-assets.com/books/1320339497m/45107.jpg,Fantasy
670,9780451155760,The Dead Zone,Stephen King,1979,en-US,3.9,132723,https://images.gr-assets.com/books/1283509622m/11573.jpg,Mystery & Thriller
1453,9780553496640,"Everything, Everything","Nicola Yoon, David Yoon",2015,eng,4.11,132552,https://images.gr-assets.com/books/1450515891m/18692431.jpg,Young Adult
880,9780061662690,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,2008,en-US,4.03,132285,https://images.gr-assets.com/books/1478986944m/2800905.jpg,Young Adult
808,9780439813780,The Invention of Hugo Cabret,Brian Selznick,2007,eng,4.23,132159,https://images.gr-assets.com/books/1422312376m/9673436.jpg,History
921,9780385755890,All the Bright Places,"Jennifer Niven, فرانک معنوی",2015,eng,4.19,132087,https://images.gr-assets.com/books/1404331702m/18460392.jpg,Young Adult
715,9780435233080,Death of a Salesman,Arthur Miller,1949,eng,3.49,132061,https://images.gr-assets.com/books/1469024140m/12898.jpg,Poetry & Drama
733,9780679764020,Snow Falling on Cedars,David Guterson,1994,eng,3.8,131945,https://images.gr-assets.com/books/1479863528m/77142.jpg,Fiction
1029,9781607066020,"Saga, Vol. 1 (Saga, #1)","Brian K. Vaughan, Fiona Staples",2012,eng,4.25,131906,https://images.gr-assets.com/books/1486028947m/15704307.jpg,Comics & Graphic Novels
614,9780099428640,The Trial,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,eng,3.98,131856,https://images.gr-assets.com/books/1320399438m/17690.jpg,Classics
751,9780345418910,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Douglas Adams,1982,eng,4.19,131562,https://images.gr-assets.com/books/1333577589m/8694.jpg,Science Fiction
587,9780060529700,Everything Is Illuminated,Jonathan Safran Foer,2002,eng,3.9,131492,https://images.gr-assets.com/books/1479774440m/256566.jpg,Fiction
691,9780743455960,On Writing: A Memoir of the Craft,Stephen King,1999,eng,4.31,131481,https://images.gr-assets.com/books/1436735207m/10569.jpg,Non-fiction
592,9780679760800,The Master and Margarita,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,eng,4.32,131389,https://images.gr-assets.com/books/1327867963m/117833.jpg,Fiction
640,9780061015720,Prey,Michael Crichton,2002,eng,3.72,131352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
875,9780061214650,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,2007,en-US,3.69,131034,https://images.gr-assets.com/books/1327814035m/305234.jpg,Fantasy
703,9780671024240,Bag of Bones,Stephen King,1998,en-US,3.87,131004,https://images.gr-assets.com/books/1365592796m/10589.jpg,Horror
687,9780743226720,1776,David McCullough,2005,eng,4.06,130293,https://images.gr-assets.com/books/1306787560m/1067.jpg,History
705,9780451190760,Thinner,"Richard Bachman, Stephen King",1984,en-GB,3.66,130219,https://images.gr-assets.com/books/1346947063m/10605.jpg,Horror
873,9780439206490,"The Reptile Room (A Series of Unfortunate Events, #2)","Lemony Snicket, Brett Helquist",1999,eng,3.95,130213,https://images.gr-assets.com/books/1352146294m/78418.jpg,Fiction
660,9780060541840,Congo,Michael Crichton,1980,eng,3.55,129811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
622,9780553813950,Nights in Rodanthe,Nicholas Sparks,2002,eng,3.82,129807,https://images.gr-assets.com/books/1328145638m/15926.jpg,Romance
